4188083	Tomi hat nicht einmal versucht zu helfen.
4188755	Liebst du deine Frau nicht?
4188756	Wo ist deine Pfeife?
4188761	Wirst du gut bezahlt?
4188785	Unterbrich niemals eine Frau.
4188789	Hat die Spülmaschine funktioniert?
4188792	Darf ich die Fenster öffnen?
4190397	Jemand wird dich retten.
4190398	Ich werde kommen, um dich zu retten.
4190399	Ich bin böse auf dich.
4190401	Ich bin gekommen, um dich zu töten.
4195216	Warum isst du kein Fleisch?
4195217	Glaubt uns jemand?
4195221	Wird uns jemand glauben?
4195672	War dir das bewusst?
4195676	Wo soll ich meine Taschen hinstellen?
4195694	Ich verdiene eine Beförderung.
4195695	Ich wurde verhaftet.
4195698	Habe ich dich beleidigt?
4195711	Vielleicht bist du zu jung.
4197381	Ist Tomi Vegetarier?
4197384	Kommt dir das bekannt vor?
4197387	Wo habe ich mein Auto geparkt?
4197512	Na, was meinst du?
4197518	Warum hast du Tomi geschlagen?
4201935	Gefällt dir diese Krawatte?
4201936	Gefällt dir diese Krawatte?
4201978	Wer hat hier das Sagen?
4203500	Diese Suppe ist zu salzig.
4203511	Tomi nahm ein Kissen und warf es nach Mari.
4203513	Tomi war wütend auf Mari.
4203524	Bist du verwundet?
4203525	Warte hier einen Moment, ja?
4203529	Manchmal ist mir schwindelig.
4203530	Manchmal ist mir schwindelig.
4203532	Die sind alle durchgedreht.
4208447	Tomi sagt, dass er Mari ein Geschenk kaufen möchte.
4208448	Tomi sollte Mari helfen.
4208450	Tomi möchte Mari sein altes Auto geben.
4208456	Tomi hat mir gesagt, dass er Mari nicht mag.
4211483	Wir haben den Feind unterschätzt.
4211517	Tomi wird dich nicht glücklich machen.
4240243	Tomi hat das Theaterstück nicht gefallen.
4240296	Bring deinen Werkzeugkasten mit.
4247585	Meiner Meinung nach ist Tomi gierig.
4248065	Schön, dich zu sehen.
4248080	Ich habe mein Bestes versucht.
4248091	Na, das hilft sehr.
4250126	Tomi nannte den Schiedsrichter dumm.
4250132	Tomi wirkt nicht besonders klug.
4258819	Ich habe Glück.
4259090	Liebe kann man nicht kaufen.
4259093	Tomi konnte es nicht verhindern.
4260365	Tomi war letzte Nacht schlecht gelaunt.
4260368	Wir sind bereit zu kämpfen.
4260371	Wir sind bereit zu kämpfen.
4261417	Dieser Ort ist großartig.
4261430	Wir werden dick.
4261431	Wir fangen an zuzunehmen.
4261432	Wir werden allmählich dick.
4263048	Alle sind oben.
4263057	Tomi gibt uns nicht die Schuld.
4263072	Tomi geht selten zu Konzerten.
4263073	Kinder ahmen ihre Eltern nach.
4263075	Ich habe keine Haustiere.
4266662	Das ist eine große Krise.
4266683	Das hat mich geärgert.
4266692	Tomi schaute auf seine Schuhe.
4266694	Tomi hat es dreimal gemacht.
4266714	Warte unten auf mich.
4274868	Ich hatte einen Albtraum von Vampiren.
4278781	Wer er wohl war?
4284001	Tomi zerriss den Brief.
4284004	Warten wir eine Stunde.
4298080	Ich bin nicht seltsam.
4298600	Das ist zu weit gegangen.
4298630	Das wird dich aufmuntern.
4298636	Tomi möchte Bankier werden, wenn er groß ist.
4298800	Alle Männer schlafen.
4298803	Zeig mir dein Tattoo.
4299627	Wir werden niemals nachgeben.
4299629	Tomi schoss mit seiner Waffe.
4299631	Tomi war schon immer stur.
4299634	Tomi versteckte sich in der Scheune.
4303476	Tomi arbeitet im Baugewerbe.
4303478	Tomi erklärte die Situation.
4303479	Wir erklärten die Situation.
4303861	Tomi hält sein Zimmer sauber.
4303872	Es ist ungewöhnlich warm.
4303999	Bleiben wir beim Plan.
4307924	Wir haben nicht genug Platz.
4307926	Das gehörte Tomi.
4307930	Ich habe mir von Tomi Geld geliehen.
4315406	Oh! Das sieht lecker aus.
4315430	Drück den Abzug.
4315450	Ich werde schon Arbeit finden.
4315453	Ich habe Angst im Dunkeln.
4315468	Tomi las ein Buch.
4316610	Du hast mich falsch verstanden.
4318080	Ich möchte reisen.
4318083	Das ist ziemlich ungewöhnlich.
4318084	Die Kinder haben Hausaufgaben.
4318085	Die Kinder haben Hausaufgaben.
4318089	Tomi hat nicht gut geschlafen.
4319418	Tomi sah albern aus.
4319421	Tomi sah lächerlich aus.
4319426	Tomi sah dumm aus.
4319429	Tomi hat nicht viel gegessen.
4325003	Die Preise sind gestiegen.
4325004	Die Preise sind gestiegen.
4325006	Tomi ist zelten gegangen.
4325009	Das soll eine Warnung sein.
4325011	Das war eine Warnung.
4328861	Sei nicht so anspruchsvoll.
4328866	Beherrsche dich.
4328871	Das war ziemlich aufregend.
4328872	Gehen wir bowlen.
4328877	Tomi zeigte zur Decke.
4328880	Tomi wollte mit dem Rauchen aufhören.
4328883	Sie tun nie etwas.
4340649	Tomi sollte sich schämen.
4340650	Das ist starkes Zeug.
4340654	Tomi könnte noch am Leben sein.
4340669	Ob das wohl stimmt?
4340670	Ob das wohl stimmt?
4340715	Der Leuchtturm ist dort.
4357289	Tomi kennt hier niemanden.
4359449	Tomi macht sich ständig über Mari lustig.
4359464	Das muss gemacht werden.
4359595	Tomi vertraut mir nicht.
4359605	Sie haben mich gemobbt.
4359606	Die haben mich gemobbt.
4359610	Gerate nicht in Schwierigkeiten.
4359618	Tomi wirkte verlegen.
4359624	Tomi sah verlegen aus.
4359700	Tomi legte seinen Hut auf den Tisch.
4359708	Deine Kinder sind bezaubernd.
4359709	Deine Kinder sind bezaubernd.
4359716	Vielleicht kaufe ich ein Fahrrad.
4359719	Vielleicht kaufe ich ein Fahrrad.
4359917	Die Polizei schnappte Tomi.
4360631	Tomi tat interessiert.
4364209	Tomi hustete leise.
4364212	Tomi hustete verhalten.
4364216	Ich kletterte über den Zaun.
4364221	Wir warteten ungeduldig.
4364232	Sie waren Deserteure.
4364236	Sie waren Frontdeserteure.
4364258	Das fühlt sich seltsam an.
4365678	Vergiss deine Jacke nicht.
4365705	Tomi trat in die Armee ein.
4366311	Vielleicht hast du mich falsch verstanden.
4366504	Mir fallen keine Alternativen ein.
4372199	Ich erinnere mich gut daran.
4372203	Warum wurde Tomi entlassen?
4372209	Das ist ein interessanter Gedanke.
4375957	Ich dachte, du hättest Hunger.
4376015	Ich verstehe deinen Standpunkt nicht.
4376270	Tomi verschlimmerte die Situation.
4391158	Stören wir dich?
4391160	Stören wir euch?
4391161	Stören wir dich?
4391162	Stören wir euch?
4391165	Ist es in Ordnung, wenn ich anfange?
4391167	Ist es okay, wenn ich anfange?
4391180	Tomi ist nur ein kleines bisschen größer als Mari.
4391207	Können wir das beschleunigen?
4391225	Bin ich unvernünftig?
4391227	Tomi verlangte eine Entschuldigung.
4401889	Es war eine anstrengende Woche.
4406712	Ich hasse Regen.
4406742	Es war ein langer Krieg.
4406749	Legt eure Waffen nieder.
4406754	Ich brauche einen Hut.
4409274	Es ist ein schlechter Zeitpunkt zum Verkaufen.
4409280	Ich habe eine Nachricht von Tomi bekommen.
4409298	Mir gefällt das auch nicht.
4409316	Ich werde mich schon daran gewöhnen.
4409318	Ich werde mich schon daran gewöhnen.
4409322	Ich repariere das.
4409324	Ich habe vor, das zu reparieren.
4409327	Ich habe dich unterschätzt.
4409350	Tomi war außer sich vor Wut auf Mari.
4409351	Tomi war außer sich vor Wut auf Mari.
4416907	Sie haben Sprengstoff.
4416912	Ich gehe schlafen.
4416920	Meine Schicht ist fast zu Ende.
4422075	Das könnte klappen.
4422609	Ich weiß nicht so recht.
4422610	Das bezweifle ich.
4423282	Ich bezweifle es.
4423292	Hey, hört alle zu.
4423293	Hey, was ist los?
4423294	Hey, was ist das Problem?
4423295	Hallo, lange nicht gesehen.
4423296	Hi, lange nicht gesehen.
4423297	Hey, ist alles in Ordnung?
4423299	Hey, schau dir das an.
4423304	Hey, warte einen Moment.
4423314	Hey, danke für alles.
4423315	Hey, mach die Tür auf.
4423320	Tomi, stimmt es, dass du mit Mari ausgehst?
4423324	Ich konnte mir das Gähnen nicht verkneifen.
4423331	Ich habe das gerade sauber gemacht.
4423333	Ich habe das gerade gereinigt.
4424153	Das ist ein guter Punkt.
4424172	Ich arbeite dort.
4424173	Mein Arbeitsplatz ist dort.
4424176	Das ist eine hässliche Krawatte.
4424181	Das ist ein guter Anfang.
4434317	Sei vorsichtig. Der Boden ist rutschig.
4434323	Ist es in Ordnung, wenn wir das Thema wechseln?
4434324	Tomi konnte nicht aufhören, Mari anzustarren.
4434644	Macht eine Pause, Jungs.
4434655	Meine Band spielt heute Nacht.
4434689	Es kam zu einer Schlägerei.
4439656	Wer wohl Tomi getötet hat?
4439671	Man kann nicht alles haben.
4446984	Tomi liebt Science-Fiction-Literatur.
4446985	Tomi liebt Science-Fiction.
4446992	Tomi zeigte Mari sein neues Handy.
4446997	Tomi wirkt unorganisiert.
4446998	Tomi würfelte.
4447002	Ich habe alle Handtücher zusammengelegt.
4447004	Halten wir uns an den ursprünglichen Plan.
4447005	Bleiben wir beim ursprünglichen Plan.
4455110	Tomi ist leicht beleidigt.
4477115	Wer sind Sie?
4516894	Er kommt bestimmt.
4532943	Der Bus ist gerade abgefahren.
4534480	Ich mag den Sommer nicht.
4534508	Tomi verlor seine Arbeit.
4534536	Mach bitte das Licht an.
4534552	Mein Reisepass wurde gestohlen.
4537759	Tomi bestrich eine Scheibe Brot mit Butter.
4562296	Meine Frau kocht.
4562316	Geh schlafen.
4584128	Habt ihr euch die Zähne geputzt?
4638917	Das ist mein Lieblingsfach.
4673727	Das ist mein Lieblingsfach.
4803589	Tomi trifft sich mit jemandem.
4812976	Musik erhellt unser Leben.
4835383	Halten wir uns an den Plan.
4835445	Der Sarg war leer.
4842069	Er hat das Unternehmen verlassen.
4880030	Tomi kaufte eine Waffe.
4880031	Tomi kaufte eine Schusswaffe.
4880039	Tomi kaufte eine Lederjacke.
4881794	Tomi trug sein Hemd absichtlich auf links, nur um Mari zu ärgern.
4884166	Ich liebe diese Band.
4884167	Ich liebe diese Musikgruppe.
4896588	Sie vertrauen mir nicht.
4896663	Bist du Model?
4917205	Ich kann nicht so gut singen wie Mari.
4920669	Möchtest du ins Kino gehen?
4920670	Willst du ins Kino?
4922660	Er war gerade im Begriff einzuschlafen.
4922863	Tomi hat eine doppelte Staatsbürgerschaft.
4932235	Was hat Tomi geantwortet?
4935853	So wurde es mir erzählt.
4935861	Ich fühle mich deswegen schrecklich.
4936434	Tomi verschwendet Ressourcen.
4936436	Diese sind echt.
4936437	Ich dachte genau dasselbe.
4936447	Ich habe Tomi ein Geschenk gekauft.
4936500	Tomi redet ständig über Mari.
4936502	Diebstahl ist eine Straftat.
4938212	Das wird das Leck abdichten.
4938213	Das wird das Leck stoppen.
4938215	Wo hast du dich versteckt?
4938230	In deinem Alter lebte ich in Boston.
4939652	Veränderung ist möglich.
4941346	Die Prüfung war wirklich schwer.
4941355	Versuchen wir, bei der Sache zu bleiben.
4941383	Warum hast du die Tür abgeschlossen?
4941406	Tomi ist Multimillionär.
4941448	Hast du dich darüber beschwert?
4941450	Kosten diese gleich viel?
4941452	Es musste nicht genäht werden.
4941458	Der Schmerz ist weg.
4941461	Meine Eltern waren Lehrer.
4943856	Darf ich die Toilette benutzen?
4949353	Tomi macht nur Spaß.
4949365	Wie konnte ich nur so dumm sein?
4949377	Ich werde versuchen, das im Hinterkopf zu behalten.
4949378	Ich werde versuchen, mir das zu merken.
4949405	Tomi war nicht böse auf dich.
4949418	Tomi passt sich schnell an.
4955055	Tomi sprach sehr schön.
4955072	Tomi ist wirklich redegewandt.
4958289	Du hast Tomi unterschätzt.
4958293	Du hast Tomi unterschätzt.
4958811	Welche Sprache verwendest du am liebsten?
4958812	Welche Sprache ist dir am liebsten?
4960425	Ich fahre mit dem Taxi nach Hause.
4960434	Mari strickt Tomi einen Pullover.
4960440	Das ist eine schöne Wohnung.
4960441	Das ist eine nette Bude.
4960444	Suchst du etwas?
4960445	Suchst du was?
4960450	Ich hasse diesen Stadtteil.
4962740	Gehen wir angeln!
4966847	Du siehst traurig aus.
4966848	Du siehst traurig aus.
4982408	Tomi verweigerte die Zusammenarbeit.
4985237	Ich gab Tomi meine Taschenlampe.
4989060	Tomi brach durch das Eis.
4989655	Er wurde in der Schlacht verwundet.
4992501	Tomi versuchte, Mari warm zu halten.
4995845	Ich weiß viel über Schiffe.
4997371	Die Konkurrenz ist hart.
4997380	Trag die Taschen nach oben.
4997392	Ich liebe es, Geschichten zu erzählen.
4997393	Ich erzähle gern Geschichten.
4997398	Wir beabsichtigen, es zu zerstören.
4997409	Ich habe mich vollständig erholt.
4998071	Du übertreibst immer.
4998093	Gehen wir frische Luft schnappen.
5000449	Wo findet das Picknick statt?
5000748	Ich wäre sehr dankbar.
5000764	Tomi, du trägst mein Hemd.
5000770	Tomi trägt Handschellen.
5000828	Wir hatten Glück.
5001467	Ich bin kein Nachtmensch.
5001469	Ich gehöre nicht zu den Nachtmenschen.
5001677	Steh auf, Tomi.
5005062	Finde heraus, woran es liegt.
5005849	Ich bin im Fluss geschwommen.
5007096	Ich hasse es, Junggeselle zu sein.
5008481	Könnte ich mir einen Stift ausleihen?
5008781	Ich tat so, als würde ich schlafen.
5008785	Ich bin etwas krank.
5008786	Ich bin ein bisschen krank.
5008806	Du bist bestimmt erschöpft.
5008877	Tomi ist ein Bulle.
5008886	Lass meine Hand nicht los.
5008920	Ich habe die Wahrheit gesagt.
5011452	Ich habe keine Angst vor dem Älterwerden.
5011455	Ich habe keine Angst davor, alt zu werden.
5013217	Unser Plan ist gescheitert.
5013218	Unser Plan ist gescheitert.
5013403	Das Feuer breitete sich schnell aus.
5029788	Ich möchte mehr über Tomi wissen.
5029803	Ich bin kein besonders guter Schwimmer.
5032001	Halte die Tür offen.
5040001	Ich möchte um einen Gefallen bitten.
5048760	Ich brauche dein Lob nicht.
5048822	Tomi war süß.
5050736	Tomi war äußerst krank.
5051325	Ich habe vergessen, es Tomi zu sagen.
5053446	Tomi hat Mittagspause.
5053465	Ich hatte etwas Hunger.
5055062	Tomi stand von der Bank auf.
5059697	Hast du das Erdbeben letzte Nacht gespürt?
5062233	Bereite dich auf das Schlimmste vor.
5062237	Sie wurden in Sicherheit gebracht.
5062238	Sie wurden evakuiert.
5062244	Wir hörten, wie die Tür aufging.
5062247	Was hat es verursacht?
5063426	Tomi starrt mich an.
5065637	Etwas machte Tomi Angst.
5065640	Du bist zu idealistisch.
5065654	Ich weiß, was du letzte Nacht getan hast.
5065656	Wir müssen das reparieren.
5065877	Tomi trank seinen Orangensaft.
5065881	Warum hassen Kamele Pferde?
5066104	Ich weiß alles über dich.
5066116	Warum Tomi Mari wohl nicht mag?
5066125	Schaust du Fußball?
5066126	Geben wir Tomi eine Chance.
5068390	Das wirst du bereuen!
5069390	Du solltest den Moment genießen.
5069399	Tomi ist ein kreativer Kerl.
5069401	Ich habe das Gefühl, Fortschritte zu machen.
5069414	Tomi wirkt unfreundlich.
5070852	Das Publikum brach in Gelächter aus.
5071249	Ich wollte Tomi retten.
5073227	Versuchen wir, Tomi zum Lachen zu bringen.
5073235	Ich bin nur knapp entkommen.
5075184	Hast du es Tomi gesagt?
5075191	Heute bin ich glücklich.
5081187	Das ist ein toller Film.
5081188	Das ist ein großartiger Film.
5086254	Wir machen den Rest.
5086256	Gib mir die Flasche.
5086573	Tomi ist ein super Chef.
5086577	Tomi ist ein großartiger Chef.
5089265	Tomi sah ungeduldig aus.
5089374	Ich mag Tomis Idee.
5089399	Tomi versprach, Mari ein Sandwich zu machen.
5093252	Wir haben dumme Fehler gemacht.
5093253	Du bist so dumm.
5093271	Tomi wirkt interessiert.
5095949	Du klingst genau wie ein Politiker.
5108080	Ich finde Tomi aggressiv.
5108095	Tomi hat keine Mikrowelle.
5108163	Tomi wird sich schon erholen.
5108846	Gehen wir in den Zoo.
5113017	Tomis Telefonnummer hat sich geändert.
5115804	Wessen Wohnung ist das?
5115811	Du bist nachlässig.
5115813	Du bist nachlässig.
5121080	Vielleicht versuche ich es.
5121085	Könntest du deinen Namen noch einmal sagen?
5121095	Wir haben uns darüber beschwert.
5121898	Französisch ist eine interessante Sprache.
5124365	Probier es aus, Tomi.
5124366	Probier es aus, Tomi.
5124367	Ich wurde allmählich wütend.
5124372	Dieses Bild ist wirklich lustig.
5128685	Bieg links ab.
5133886	Das hat Priorität.
5133887	Das steht an erster Stelle.
5133901	Wir sind nicht verantwortlich.
5137084	Hast du deinen Aufsatz rechtzeitig abgegeben?
5137118	Tomi leidet an Depressionen.
5137121	Hoffen wir, dass das reicht.
5138627	Ich hatte einen schrecklichen Tag.
5141317	Sei damit sehr vorsichtig.
5141581	Er sieht aus wie ein Skelett.
5141619	Darf ich um Ihre Aufmerksamkeit bitten?
5143168	Das Geschäft läuft.
5143189	Tomi fand es lustig.
5143191	Tomi wird woanders gebraucht.
5143546	Warum sollte Tomi lügen?
5146579	Du bist völlig verrückt.
5146580	Tomi war zu schüchtern, um mit Mari zu sprechen.
5149754	Stell den Tomatensalat in den Kühlschrank.
5155862	Tomi respektiert mich, glaube ich.
5155870	Alle wünschten mir Glück.
5156550	Tomi hatte es vergessen.
5156598	Ist es gut gelaufen?
5156602	Ist es gut gelaufen?
5156608	Ich habe keine Angst vor Schlangen.
5156613	Tomi ist ein Rebell.
5160266	Tomi machte Mari ein Sandwich.
5164811	Das Fenster ist kugelsicher.
5164824	Ich bin ein Morgenmensch.
5186618	Wie Tomi wohl reagieren wird?
5186626	Wollen wir spazieren gehen?
5189008	Das ist nicht so ganz mein Geschmack.
5198185	Ich schlief beim Radiohören ein.
5198186	Ich hörte Radio und schlief ein.
5199812	Ich aß mein Mittagessen im Park.
5201961	Tomi ließ Mari die Rechnung bezahlen.
5203685	Ich mag Fischstäbchen.
5204493	Tomi hat ein Problem.
5206290	Ich versuchte, Tomi zu beeindrucken.
5207577	Weißt du viel über Boston?
5208879	Ich weiß nicht, ob Tomi noch lebt.
5208880	Welche Farben magst du?
5208885	Tomi ist kurz davor einzuschlafen.
5210766	Wir haben unser Bestes gegeben.
5212350	Du beschwerst dich zu viel.
5212363	Menschen leiden immer noch Hunger.
5212372	Ich glaube nicht, dass Tomi beschäftigt ist.
5212394	Tomi schlug vor, eine Abschiedsfeier für Mari zu veranstalten.
5213173	Tomi bekommt graue Haare.
5216119	Die Situation ist jetzt völlig anders.
5216799	Tomi ist ein miserabler Sänger.
5216801	Das ist eine interessante Theorie.
5217917	Was für eine schöne Geschichte!
5224711	Du bist voller Energie.
5224716	Tomi hat lange blonde Haare.
5224717	Tomi ist noch im Gefängnis.
5243526	Im Winter schneit es.
5245973	Du solltest ein neues Messer kaufen.
5246592	Tomi sprach zur Menschenmenge.
5248292	Tomi war der Schlechteste.
5250025	Ich brauche einen langen Mittagsschlaf.
5250178	Wunder geschehen jeden Tag.
5250482	Ich bin keine Petze.
5251028	Ist Zucker Gift?
5254001	Tomi küsste Mari leidenschaftlich.
5254041	Tomi hämmert gegen die Haustür.
5254408	Darauf bin ich nicht stolz.
5254418	Mach das nicht zur Gewohnheit.
5254981	Lass dir die Haare schneiden.
5265846	Tomi zeigte Mari die Narbe an seinem Bein.
5266977	Du murmelst schon wieder.
5266978	Du nuschelst schon wieder.
5267005	Wir baten alle zu gehen.
5267007	Wir baten die Leute zu gehen.
5267008	Sei so schnell wie möglich.
5269035	Die Burg liegt jetzt in Trümmern.
5269644	Das ist eine gute Kamera.
5269653	Tomi hat nie darüber gesprochen.
5269663	Es ist noch nicht Frühling.
5269669	Das wird nie wieder passieren.
5269776	Das sind schwierige Fragen.
5274426	Tomi erklärte Mari den Plan.
5274542	Klopf an, bevor du hereinkommst.
5274548	Tomi wird dir nicht wehtun.
5274570	Ich versuchte, Tomi zu helfen.
5279372	Uns ist das Benzin ausgegangen.
5279373	Tomi wusste nicht, wie er reagieren sollte.
5279380	Ich meine es vollkommen ernst.
5279386	Tomi ging in die Küche.
5279688	Fangen wir hiermit an.
5279689	Fangen wir damit an.
5279691	Tomi wartet neben den Aufzügen.
5280414	Das ist wirklich einfach.
5287666	Es wurde abgesagt.
5287685	Ich verpfändete meine Kamera.
5287721	Ich habe ein Tattoo.
5287724	Ich habe ein Tattoo.
5287725	Ich habe ein Tattoo.
5287732	Tomi zeigte Mari ihr Tattoo.
5289289	Diese Puppe ist unheimlich.
5291050	Tomi wuchs in der Nähe von Boston auf.
5291056	Hast du Tomis neues Haus gesehen?
5292627	Ich bin schon eine Weile unterwegs.
5292638	Ich schluckte meinen Stolz hinunter.
5293615	Tomi möchte Junggeselle bleiben.
5295187	Das Wasser war eiskalt.
5295203	Ich dachte, Mari wäre Tomis Freundin.
5299875	Auf dem Gymnasium war Französisch mein Lieblingsfach.
5300955	Tomi bedankte sich höflich bei Mari.
5300956	Stellen wir das Sofa um.
5300957	Verschieben wir das Sofa.
5302586	Tomi möchte abnehmen.
5302602	Tomi wuchs in Boston auf.
5302610	Tomi ist ein Trinker.
5302615	Eine Eierschale zerbricht leicht.
5302618	Ich versuchte, dich zu warnen.
5303552	Versuch, höflich zu sein.
5303609	Ich möchte, dass Tomi mich respektiert.
5312077	Tomi spielt Golf.
5314286	Ich habe gehört, dass du reich bist.
5341544	Welche Mitbringsel hast du gekauft?
5343387	Tomi fährt gelegentlich nach Boston.
5352306	Warum hast du zugestimmt?
5352307	Warum hast du zugestimmt?
5364249	Möchtest du einen Keks?
5364255	Ich schaute in die Schachtel.
5364256	Ich habe eine Arbeit bekommen.
